date,actual,counterfactual,effect
2011-05-14,0.0,-1639.8431497595084,1639.8431497595084
2011-05-15,11616.06,8319.426592039934,3296.6334079600656
2011-05-16,42848.03999999999,17508.354355444873,25339.68564455512
2011-05-17,55687.308000000005,28401.867181906382,27285.440818093623
2011-05-18,39459.444,19963.810249996466,19495.633750003537
2011-05-19,37864.212,23588.770909835413,14275.441090164586
2011-05-20,30587.592,18365.839907691756,12221.752092308245
2011-05-21,0.0,-1708.300935181158,1708.300935181158
2011-05-22,29077.308,8250.968806617544,20826.339193382457
2011-05-23,37568.988,17439.896570000998,20129.091429999
2011-05-24,38954.976,28333.40939649666,10621.566603503343
2011-05-25,26261.916,19895.352464573698,6366.563535426303
2011-05-26,39317.256,23520.313124401044,15796.942875598957
2011-05-27,25395.984,18297.382122258357,7098.601877741643
2011-05-28,0.0,-1776.758720638616,1776.758720638616
2011-05-29,8873.16,8182.511021165245,690.6489788347544
2011-05-30,0.0,17371.438784577327,-17371.438784577327
2011-05-31,21833.58,28264.951611061508,-6431.371611061506
2011-06-01,18469.068,19826.894679124947,-1357.826679124948
2011-06-02,33725.472,23451.855338995476,10273.616661004526
2011-06-03,18050.712,18228.924336855096,-178.2123368550965
2011-06-04,0.0,-1845.216506040646,1845.216506040646
2011-06-05,30767.448,8114.053235725629,22653.394764274373
2011-06-06,19549.176,17302.98099916014,2246.19500083986
2011-06-07,40689.912,28196.493825626363,12493.418174373634
2011-06-08,36230.556,19758.43689372817,16472.119106271828
2011-06-09,51492.456,23383.39755353081,28109.05844646919
2011-06-10,69894.144,18160.466551395777,51733.67744860423
2011-06-11,0.0,-1913.6742914802016,1913.6742914802016
2011-06-12,14966.652,8045.595450303239,6921.056549696761
2011-06-13,23662.932,17234.523213736466,6428.408786263535
2011-06-14,40001.364,28128.03604019863,11873.327959801372
2011-06-15,54093.048,19689.979108307205,34403.0688916928
2011-06-16,38769.324,23314.939768125245,15454.384231874756
2011-06-17,22871.076,18092.00876596238,4779.067234037622
2011-06-18,0.0,-1982.132076919761,1982.132076919761
2011-06-19,26930.616,7977.137664863625,18953.478335136377
2011-06-20,31364.076,17166.065428299073,14198.010571700928
2011-06-21,23820.792,28059.578254781492,-4238.786254781491
2011-06-22,25404.504,19621.521322884437,5782.982677115564
2011-06-23,27068.172,23246.48198271968,3821.690017280318
2011-06-24,19226.052,18023.550980503056,1202.5010194969436
2011-06-25,0.0,-2050.589862339699,2050.589862339699
2011-06-26,8498.988,7908.67987944123,590.3081205587696
2011-06-27,16094.64,17097.607642875402,-1002.9676428754028
2011-06-28,36638.844,27991.120469346344,8647.723530653653
2011-06-29,15084.755999999998,19553.063537435686,-4468.307537435689
2011-06-30,50091.648,23178.02419725501,26913.62380274499
2011-07-01,14627.148,17955.09319512572,-3327.9451951257197
2011-07-02,0.0,-2119.047647759631,2119.047647759631
2011-07-03,7238.868,7840.222094025179,-601.3540940251787
2011-07-04,37182.204,17029.149857451735,20153.054142548262
2011-07-05,31190.712,27922.66268392921,3268.0493160707883
2011-07-06,27552.576,19484.60575201382,8067.970247986181
2011-07-07,33472.392,23109.566411849446,10362.825588150554
2011-07-08,21069.96,17886.635409666396,3183.324590333603
2011-07-09,0.0,-2187.505433199187,2187.505433199187
2011-07-10,7192.643999999999,7771.764308602784,-579.1203086027845
2011-07-11,24096.036,16960.692072014346,7135.343927985654
2011-07-12,21537.828,27854.204898483466,-6316.376898483464
2011-07-13,23319.42,19416.147966591052,3903.2720334089463
2011-07-14,38425.092,23041.108626415073,15383.983373584924
2011-07-15,14228.759999999998,17818.177624207077,-3589.417624207079
2011-07-16,0.0,-2255.963218601213,2255.963218601213
2011-07-17,20350.32,7703.306523156831,12647.013476843169
2011-07-18,26422.032,16892.234286590676,9529.797713409323
2011-07-19,55918.896,27785.747113055728,28133.148886944273
2011-07-20,32492.364,19347.690181168284,13144.673818831718
2011-07-21,36473.652,22972.65084100951,13501.001158990493
2011-07-22,17560.524,17749.71983882974,-189.19583882973893
2011-07-23,0.0,-2324.4210040586822,2324.4210040586822
2011-07-24,32156.304,7634.84873774078,24521.45526225922
2011-07-25,23624.772,16823.77650117348,6800.99549882652
2011-07-26,20751.6012,27717.28932762058,-6965.688127620579
2011-07-27,27426.384,19279.23239572043,8147.1516042795665
2011-07-28,65038.044,22904.193055573654,42133.85094442635
2011-07-29,20688.732,17681.262053400555,3007.4699465994454
2011-07-30,0.0,-2392.878789480328,2392.878789480328
2011-07-31,40071.948,7566.390952324728,32505.55704767527
2011-08-01,23770.08,16755.318715749814,7014.761284250188
2011-08-02,24332.46,27648.831542210864,-3316.3715422108653
2011-08-03,31941.324,19210.774610323653,12730.549389676347
2011-08-04,74495.53199999999,22835.735270139277,51659.79672986071
2011-08-05,23790.48,17612.80426799308,6177.675732006919
2011-08-06,0.0,-2461.336574919884,2461.336574919884
2011-08-07,9092.352,7497.933166872428,1594.4188331275727
2011-08-08,23710.344,16686.860930305942,7023.483069694059
2011-08-09,31148.544,27580.373756793728,3568.170243206274
2011-08-10,23833.872,19142.3168248749,4691.5551751251005
2011-08-11,65263.404,22767.2774847049,42496.1265152951
2011-08-12,21564.204,17544.346482563895,4019.8575174361067
2011-08-13,0.0,-2529.7943603219137,2529.7943603219137
2011-08-14,6862.284,7429.475381462717,-567.1913814627178
2011-08-15,20692.764,16618.40314486855,4074.36085513145
2011-08-16,19293.408,27511.915971340564,-8218.507971340565
2011-08-17,58523.568,19073.85903945213,39449.70896054787
2011-08-18,64899.372,22698.819699297856,42200.55230070215
2011-08-19,20807.508,17475.888697130496,3331.619302869505
2011-08-20,0.0,-2598.252145743567,2598.252145743567
2011-08-21,17480.208,7361.017596040323,10119.190403959676
2011-08-22,35547.816,16549.945359451358,18997.87064054864
2011-08-23,26878.932,27443.458185930846,-564.5261859308448
2011-08-24,46340.412,19005.401254004282,27335.010745995714
2011-08-25,26994.348,22630.36191383467,4363.986086165332
2011-08-26,28933.968,17407.4309116971,11526.537088302899
2011-08-27,0.0,-2666.7099312010305,2666.7099312010305
2011-08-28,12966.036,7292.559810624274,5673.476189375726
2011-08-29,0.0,16481.487574001003,-16481.487574001003
2011-08-30,10600.452,27375.0004004957,-16774.548400495703
2011-08-31,24649.008,18936.943468555528,5712.064531444474
2011-09-01,44844.18,22561.904128427617,22282.275871572383
2011-09-02,36356.46,17338.973126263703,19017.486873736296
2011-09-03,0.0,-2735.1677166030568,2735.1677166030568
2011-09-04,20406.036,7224.102025171978,13181.933974828022
2011-09-05,42838.44,16413.029788583815,26425.410211416187
2011-09-06,30594.984,27306.54261506055,3288.4413849394514
2011-09-07,26360.904,18868.48568315875,7492.418316841249
2011-09-08,27825.96,22493.446342962954,5332.513657037045
2011-09-09,30170.58,17270.515340834514,12900.064659165488
2011-09-10,0.0,-2803.625502042616,2803.625502042616
2011-09-11,42614.00399999999,7155.644239732361,35458.35976026763
2011-09-12,33587.28,16344.572003160147,17242.707996839854
2011-09-13,57794.7,27238.084829625404,30556.615170374593
2011-09-14,26433.54,18800.027897710897,7633.5121022891035
2011-09-15,86392.404,22424.988557557386,63967.41544244261
2011-09-16,27898.776,17202.05755540112,10696.718444598882
2011-09-17,0.0,-2872.083287482168,2872.083287482168
2011-09-18,18894.876,7087.18645431631,11807.68954568369
2011-09-19,55928.664,16276.114217722752,39652.549782277245
2011-09-20,124122.972,27169.62704421569,96953.3449557843
2011-09-21,46203.672,18731.57011228813,27472.10188771187
2011-09-22,69443.232,22356.530772123017,47086.70122787698
2011-09-23,38137.32,17133.599769941797,21003.720230058203
2011-09-24,0.0,-2940.5410729217238,2940.5410729217238
2011-09-25,37647.1932,7018.728668870355,30628.464531129648
2011-09-26,35195.8092,16207.656432299082,18988.15276770092
2011-09-27,35129.232,27101.169258780537,8028.062741219466
2011-09-28,46869.468,18663.112326866267,28206.355673133734
2011-09-29,53675.244,22288.07298668864,31387.17101331136
2011-09-30,48040.128,17065.141984564463,30974.986015435534
2011-10-01,0.0,-3008.9988583237555,3008.9988583237555
2011-10-02,13899.54,6950.2708834479645,6949.269116552036
2011-10-03,74731.14,16139.198646881892,58591.941353118105
2011-10-04,46428.24,27032.711473363404,19395.528526636594
2011-10-05,88930.116,18594.6545414444,70335.4614585556
2011-10-06,72465.36,22219.615201252782,50245.74479874722
2011-10-07,59025.204,16996.68419910514,42028.51980089486
2011-10-08,0.0,-3077.456643763313,3077.456643763313
2011-10-09,14960.172,6881.813098025571,8078.3589019744295
2011-10-10,51696.384,16070.740861464703,35625.64313853529
2011-10-11,55724.124,26964.253687917648,28759.870312082356
2011-10-12,33277.644,18526.196756021636,14751.447243978364
2011-10-13,39647.016,22151.157415847218,17495.858584152786
2011-10-14,38549.616,16928.226413671742,21621.38958632826
2011-10-15,0.0,-3145.9144291832454,3145.9144291832454
2011-10-16,26413.152,6813.355312579613,19599.796687420385
2011-10-17,56406.28799999999,16002.283076020829,40404.00492397916
2011-10-18,44762.88,26895.79590250052,17867.08409749948
2011-10-19,44800.224,18457.738970598868,26342.485029401134
2011-10-20,73276.87199999999,22082.699630441653,51194.172369558335
2011-10-21,72500.712,16859.768628238347,55640.94337176165
2011-10-22,0.0,-3214.3722146210876,3214.3722146210876
2011-10-23,14806.991999999998,6744.897527163562,8062.094472836437
2011-10-24,47178.336,15933.825290597159,31244.510709402843
2011-10-25,43483.13999999999,26827.33811705477,16655.801882945223
2011-10-26,41322.384,18389.281185150114,22933.102814849884
2011-10-27,67004.568,22014.241845005796,44990.3261549942
2011-10-28,44748.684,16791.310842835086,27957.373157164915
2011-10-29,0.0,-3282.830000042739,3282.830000042739
2011-10-30,41485.476,6676.4397417475075,34809.0362582525
2011-10-31,39658.284,15865.36750517349,23792.91649482651
2011-11-01,34959.372,26758.88033164505,8200.491668354953
2011-11-02,46481.63999999999,18320.823399754234,28160.81660024576
2011-11-03,72806.53199999999,21945.784059571422,50860.74794042857
2011-11-04,67319.08799999999,16722.853057375767,50596.23494262422
2011-11-05,0.0,-3351.2877854822946,3351.2877854822946
2011-11-06,51529.608,6607.981956325113,44921.626043674885
2011-11-07,34535.088,15796.909719729618,18738.178280270386
2011-11-08,45954.144,26690.422546209906,19263.721453790095
2011-11-09,73787.016,18252.365614305483,55534.65038569452
2011-11-10,84615.94799999999,21877.32627413705,62738.62172586294
2011-11-11,44497.644,16654.395271998426,27843.248728001574
2011-11-12,0.0,-3419.7455708843245,3419.7455708843245
2011-11-13,34329.336,6539.5241708855,27789.811829114504
2011-11-14,70533.252,15728.451934312428,54804.80006568757
2011-11-15,57274.8,26621.964760774754,30652.83523922525
2011-11-16,58127.712,18183.907828882715,39943.804171117285
2011-11-17,67062.36,21808.86848873148,45253.49151126852
2011-11-18,44101.5,16585.93748656924,27515.56251343076
2011-11-19,0.0,-3488.2033563238765,3488.2033563238765
2011-11-20,36229.104,6471.066385463108,29758.03761453689
2011-11-21,54399.756,15659.994148895234,38739.76185110477
2011-11-22,59597.868,26553.50697533961,33044.36102466039
2011-11-23,86375.91599999998,18115.450043434863,68260.46595656512
2011-11-24,46294.932,21740.410703266818,24554.521296733183
2011-11-25,32009.592,16517.479701161767,15492.112298838234
2011-11-26,0.0,-3556.661141763436,3556.661141763436
2011-11-27,20761.152,6402.608600047054,14358.543399952945
2011-11-28,62198.00399999999,15591.536363424679,46606.46763657531
2011-11-29,58622.016,26485.049189929894,32136.96681007011
2011-11-30,49777.476,18046.9922580121,31730.483741987904
2011-12-01,53440.78799999999,21671.95291786125,31768.835082138743
2011-12-02,53656.428,16449.021915702448,37207.40608429755
2011-12-03,0.0,-3625.1189272029933,3625.1189272029933
2011-12-04,24451.152,6334.150814594757,18117.001185405243
2011-12-05,69842.652,15523.07857800749,54319.573421992514
2011-12-06,55372.848,26416.591404476727,28956.25659552327
2011-12-07,83225.05200000001,17978.53447258933,65246.51752741068
2011-12-08,60623.292,21603.495132396583,39019.79686760342
2011-12-09,221219.136,16380.56413027326,204838.57186972673
